ID,pmid,Dataset,label
2590,6180128,tba,Not Relevant
2591,1652031,tba,Not Relevant
2592,29254680,tba,Relevant
2593,22139691,tba,Relevant
2594,20171941,tba,Not Relevant
2595,9809677,tba,Not Relevant
2596,8306146,tba,Not Relevant
2597,27843598,tba,Not Relevant
2598,10720807,tba,Not Relevant
2599,10321671,tba,Not Relevant
2600,26249584,tba,Not Relevant
2601,1749082,tba,Not Relevant
2602,17902170,tba,Not Relevant
2603,15885459,tba,Not Relevant
2604,3131059,tba,Not Relevant
2605,29198674,tba,Not Relevant
2606,17019653,tba,Not Relevant
2607,19578302,tba,Relevant
2608,25304311,tba,Not Relevant
2609,16824935,tba,Not Relevant
2610,27256698,tba,Not Relevant
2611,8863052,tba,Not Relevant
2612,7340641,tba,Not Relevant
2613,3068900,tba,Not Relevant
2614,7093102,tba,Relevant
2615,18688908,tba,Not Relevant
2616,26361892,tba,Not Relevant
2617,732718,tba,Not Relevant
2618,16426882,tba,Not Relevant
2619,7976419,tba,Not Relevant
2620,21122820,tba,Not Relevant
2621,688238,tba,Not Relevant
2622,2209775,tba,Not Relevant
2623,10353549,tba,Not Relevant
2624,2755119,tba,Not Relevant
2625,6518091,tba,Relevant
2626,18053323,tba,Not Relevant
2627,10595316,tba,Not Relevant
2628,17579357,tba,Not Relevant
2629,30947665,tba,Not Relevant
2630,24460510,tba,Not Relevant
2631,27940270,tba,Not Relevant
2632,10756596,tba,Not Relevant
2633,20978165,tba,Relevant
2634,6896886,tba,Not Relevant
2635,2087410,tba,Not Relevant
2636,30197030,tba,Not Relevant
2637,3231892,tba,Not Relevant
2638,3973937,tba,Not Relevant
2639,21642642,tba,Not Relevant
2640,30887226,tba,Relevant
2641,12433798,tba,Not Relevant
2642,12237121,tba,Not Relevant
2643,3988644,tba,Not Relevant
2644,4985341,tba,Not Relevant
2645,30424502,tba,Relevant
2646,27020654,tba,Not Relevant
2647,14988120,tba,Not Relevant
2648,3588651,tba,Relevant
2649,932967,tba,Not Relevant
2650,19339162,tba,Relevant
2651,409096,tba,Not Relevant
2652,15085875,tba,Not Relevant
2653,4850261,tba,Not Relevant
2654,16772486,tba,Not Relevant
2655,6891599,tba,Relevant
2656,8795026,tba,Not Relevant
2657,16219448,tba,Relevant
2658,11346897,tba,Not Relevant
2659,11073803,tba,Not Relevant
2660,6496872,tba,Relevant
2661,17697065,tba,Not Relevant
2662,29967606,tba,Not Relevant
2663,19820270,tba,Relevant
2664,1446488,tba,Not Relevant
2665,23596529,tba,Not Relevant
2666,12074600,tba,Not Relevant
2667,953821,tba,Not Relevant
2668,9056582,tba,Not Relevant
2669,16552498,tba,Not Relevant
2670,7704917,tba,Not Relevant
2671,2979114,tba,Not Relevant
2672,26123277,tba,Not Relevant
2673,20498559,tba,Not Relevant
2674,28771277,tba,Not Relevant
2675,16454493,tba,Not Relevant
2676,19002364,tba,Not Relevant
2677,2928467,tba,Not Relevant
2678,17151867,tba,Not Relevant
2679,10614682,tba,Not Relevant
2680,29301023,tba,Not Relevant
2681,6402011,tba,Not Relevant
2682,9527816,tba,Not Relevant
2683,3975900,tba,Not Relevant
2684,3664929,tba,Relevant
2685,28808905,tba,Relevant
2686,24095802,tba,Relevant
2687,24422530,tba,Relevant
2688,19538672,tba,Relevant
2689,8142328,tba,Not Relevant
2690,26780157,tba,Relevant
2691,17270409,tba,Relevant
2692,2811345,tba,Not Relevant
2693,28864252,tba,Not Relevant
2694,4431661,tba,Not Relevant
2695,16640455,tba,Relevant
2696,11886006,tba,Relevant
2697,511347,tba,Not Relevant
2698,18318784,tba,Relevant
2699,10213222,tba,Not Relevant
2700,9497016,tba,Relevant
2701,21121374,tba,Not Relevant
2702,9725633,tba,Not Relevant
2703,23249839,tba,Not Relevant
2704,4038674,tba,Not Relevant
2705,10082325,tba,Not Relevant
2706,3500925,tba,Not Relevant
2707,24900608,tba,Not Relevant
2708,26418053,tba,Not Relevant
2709,467328,tba,Relevant
2710,8866038,tba,Relevant
2711,6848703,tba,Not Relevant
2712,11960317,tba,Not Relevant
2713,1777057,tba,Not Relevant
2714,4803421,tba,Not Relevant
2715,3181182,tba,Not Relevant
2716,25793001,tba,Relevant
2717,27274274,tba,Not Relevant
2718,27312540,tba,Not Relevant
2719,2898346,tba,Relevant
2720,28283500,tba,Not Relevant
2721,23356842,tba,Relevant
2722,18320937,tba,Not Relevant
2723,29479799,tba,Not Relevant
2724,583252,tba,Not Relevant
2725,24097307,tba,Not Relevant
2726,28120466,tba,Not Relevant
2727,28253084,tba,Not Relevant
2728,966152,tba,Relevant
2729,6482701,tba,Not Relevant
2730,16898676,tba,Not Relevant
2731,12138191,tba,Not Relevant
2732,6673975,tba,Not Relevant
2733,17241513,tba,Not Relevant
2734,3676163,tba,Not Relevant
2735,1690790,tba,Not Relevant
2736,27469220,tba,Relevant
2737,9112355,tba,Not Relevant
2738,29209862,tba,Not Relevant
2739,28533679,tba,Relevant
2740,15032427,tba,Not Relevant
2741,3612318,tba,Not Relevant
2742,4030889,tba,Not Relevant
2743,16198649,tba,Not Relevant
2744,4214178,tba,Not Relevant
2745,22034441,tba,Not Relevant
2746,3411938,tba,Not Relevant
2747,21515047,tba,Not Relevant
2748,21090793,tba,Not Relevant
2749,19481269,tba,Not Relevant
2750,24694600,tba,Not Relevant
2751,21110387,tba,Relevant
2752,1975759,tba,Not Relevant
2753,22044023,tba,Not Relevant
2754,16076079,tba,Not Relevant
2755,20919414,tba,Relevant
2756,26844734,tba,Not Relevant
2757,4955784,tba,Not Relevant
2758,11526485,tba,Not Relevant
2759,22690657,tba,Not Relevant
2760,30772469,tba,Not Relevant
2761,3589526,tba,Relevant
2762,1151163,tba,Not Relevant
2763,7592909,tba,Not Relevant
2764,27144541,tba,Not Relevant
2765,1321926,tba,Not Relevant
2766,9481979,tba,Relevant
2767,1030192,tba,Not Relevant
2768,9034910,tba,Not Relevant
2769,16353145,tba,Not Relevant
2770,3673381,tba,Not Relevant
2771,3725177,tba,Not Relevant
2772,3254874,tba,Not Relevant
2773,6141607,tba,Not Relevant
2774,1648524,tba,Not Relevant
2775,17635180,tba,Not Relevant
2776,29651770,tba,Relevant
2777,5653201,tba,Not Relevant
2778,15277497,tba,Not Relevant
2779,18031729,tba,Not Relevant
2780,2130592,tba,Not Relevant
2781,10077446,tba,Relevant
2782,10573172,tba,Not Relevant
2783,30179702,tba,Not Relevant
2784,11856967,tba,Not Relevant
2785,24428561,tba,Not Relevant
2786,24645580,tba,Not Relevant
2787,29685163,tba,Not Relevant
2788,3826754,tba,Relevant
2789,1653983,tba,Not Relevant
2790,8503145,tba,Not Relevant
2791,9860897,tba,Not Relevant
2792,455295,tba,Not Relevant
2793,21158450,tba,Not Relevant
2794,25030284,tba,Not Relevant
2795,12904139,tba,Not Relevant
2796,19957932,tba,Not Relevant
2797,10064316,tba,Not Relevant
2798,27143941,tba,Not Relevant
2799,527639,tba,Not Relevant
2800,3136914,tba,Not Relevant
2801,21568937,tba,Not Relevant
2802,8554363,tba,Not Relevant
2803,11712400,tba,Not Relevant
2804,24760211,tba,Not Relevant
2805,3612496,tba,Relevant
2806,4063148,tba,Relevant
2807,22975726,tba,Not Relevant
2808,26846320,tba,Relevant
2809,30722647,tba,Not Relevant
2810,4595419,tba,Not Relevant
2811,14994278,tba,Not Relevant
2812,19167080,tba,Not Relevant
2813,17722738,tba,Not Relevant
2814,9372965,tba,Not Relevant
2815,24098676,tba,Not Relevant
2816,30356077,tba,Not Relevant
2817,5123330,tba,Not Relevant
2818,6643612,tba,Relevant
2819,15545088,tba,Not Relevant
2820,7004526,tba,Not Relevant
2821,20180933,tba,Relevant
2822,2046021,tba,Not Relevant
2823,7646538,tba,Not Relevant
2824,10100598,tba,Relevant
2825,5350373,tba,Not Relevant
2826,14400044,tba,Not Relevant
2827,19834025,tba,Not Relevant
2828,23360328,tba,Not Relevant
2829,19519358,tba,Not Relevant
2830,12833978,tba,Not Relevant
2831,29453687,tba,Relevant
2832,12843865,tba,Not Relevant
2833,10077469,tba,Not Relevant
2834,21887293,tba,Not Relevant
2835,26086111,tba,Relevant
2836,12725720,tba,Not Relevant
2837,27425201,tba,Not Relevant
2838,16251637,tba,Not Relevant
2839,8066777,tba,Not Relevant
2840,12413136,tba,Not Relevant
2841,11553631,tba,Not Relevant
2842,1335926,tba,Not Relevant
2843,10498210,tba,Relevant
2844,14744740,tba,Not Relevant
2845,6765213,tba,Not Relevant
2846,15289374,tba,Not Relevant
2847,1226721,tba,Not Relevant
2848,21427012,tba,Not Relevant
2849,25757439,tba,Relevant
2850,8150320,tba,Relevant
2851,28832521,tba,Not Relevant
2852,16570923,tba,Not Relevant
2853,7576009,tba,Not Relevant
2854,9808337,tba,Not Relevant
2855,6350024,tba,Not Relevant
2856,15756276,tba,Relevant
2857,31411489,tba,Relevant
2858,17017381,tba,Not Relevant
2859,24409520,tba,Relevant
2860,30098864,tba,Not Relevant
2861,6147827,tba,Not Relevant
2862,17974267,tba,Not Relevant
2863,25142782,tba,Not Relevant
2864,23352636,tba,Relevant
2865,10919747,tba,Not Relevant
2866,2210612,tba,Not Relevant
2867,6139149,tba,Not Relevant
2868,9749441,tba,Not Relevant
2869,17250681,tba,Not Relevant
2870,8984295,tba,Not Relevant
2871,3365692,tba,Not Relevant
2872,25491630,tba,Not Relevant
2873,8230867,tba,Not Relevant
2874,19437690,tba,Not Relevant
2875,3304960,tba,Not Relevant
2876,19847627,tba,Not Relevant
2877,23775622,tba,Not Relevant
2878,15827572,tba,Not Relevant
2879,25646783,tba,Not Relevant
2880,12089382,tba,Not Relevant
2881,16086451,tba,Not Relevant
2882,11569640,tba,Not Relevant
2883,17326840,tba,Not Relevant
2884,5249534,tba,Not Relevant
2885,29439608,tba,Not Relevant
2886,19266426,tba,Relevant
2887,26263972,tba,Not Relevant
2888,18636706,tba,Not Relevant
2889,21756949,tba,Not Relevant
2890,19228383,tba,Not Relevant
2891,7916183,tba,Not Relevant
2892,3292000,tba,Not Relevant
2893,27594691,tba,Not Relevant
2894,11743120,tba,Not Relevant
2895,15465773,tba,Not Relevant
2896,8731219,tba,Not Relevant
2897,11782211,tba,Not Relevant
2898,9402467,tba,Not Relevant
2899,19660005,tba,Relevant
2900,17637187,tba,Not Relevant
2901,15809333,tba,Not Relevant
2902,3198299,tba,Relevant
2903,960284,tba,Not Relevant
2904,30651158,tba,Relevant
2905,21592549,tba,Not Relevant
2906,14734680,tba,Not Relevant
2907,10640521,tba,Not Relevant
2908,25648815,tba,Not Relevant
2909,12117349,tba,Not Relevant
2910,43538,tba,Not Relevant
2911,25953731,tba,Not Relevant
2912,25114529,tba,Relevant
2913,26067173,tba,Not Relevant
2914,5581453,tba,Not Relevant
2915,9227668,tba,Not Relevant
2916,11129101,tba,Not Relevant
2917,8385022,tba,Relevant
2918,18320185,tba,Relevant
2919,5429158,tba,Not Relevant
2920,30336192,tba,Not Relevant
2921,15902799,tba,Not Relevant
2922,7274310,tba,Relevant
2923,2539685,tba,Relevant
2924,2041162,tba,Relevant
2925,2253667,tba,Relevant
2926,29117181,tba,Not Relevant
2927,25343350,tba,Not Relevant
2928,19027760,tba,Not Relevant
2929,21999529,tba,Not Relevant
2930,15927907,tba,Not Relevant
2931,28901664,tba,Not Relevant
2932,28731675,tba,Not Relevant
2933,28723750,tba,Not Relevant
2934,24646704,tba,Relevant
2935,6989759,tba,Not Relevant
2936,13107223,tba,Not Relevant
2937,2893704,tba,Relevant
2938,17240027,tba,Not Relevant
2939,18380600,tba,Not Relevant
2940,24633923,tba,Relevant
2941,20116874,tba,Not Relevant
2942,4740245,tba,Not Relevant
2943,29098580,tba,Not Relevant
2944,11779196,tba,Not Relevant
2945,16988114,tba,Not Relevant
2946,16387443,tba,Not Relevant
2947,15650007,tba,Not Relevant
2948,21342038,tba,Not Relevant
2949,19557506,tba,Not Relevant
2950,6702600,tba,Not Relevant
2951,2701299,tba,Not Relevant
2952,23621113,tba,Not Relevant
2953,16296785,tba,Not Relevant
2954,822269,tba,Not Relevant
2955,2657617,tba,Relevant
2956,17803729,tba,Not Relevant
2957,9822912,tba,Not Relevant
2958,8324929,tba,Not Relevant
2959,28412689,tba,Not Relevant
2960,17610996,tba,Not Relevant
2961,2867153,tba,Not Relevant
2962,9247180,tba,Relevant
2963,25554071,tba,Not Relevant
2964,28689098,tba,Not Relevant
2965,18533086,tba,Not Relevant
2966,11095573,tba,Not Relevant
2967,9048587,tba,Not Relevant
2968,2115985,tba,Not Relevant
2969,31166686,tba,Not Relevant
2970,4026929,tba,Relevant
2971,18306292,tba,Relevant
2972,6143591,tba,Not Relevant
2973,2320122,tba,Not Relevant
2974,10383928,tba,Relevant
2975,28394925,tba,Not Relevant
2976,7630328,tba,Not Relevant
2977,8863473,tba,Not Relevant
2978,6773627,tba,Not Relevant
2979,23818776,tba,Relevant
2980,7885353,tba,Relevant
2981,30864085,tba,Not Relevant
2982,6144159,tba,Not Relevant
2983,17378442,tba,Relevant
2984,25082735,tba,Not Relevant
2985,29636218,tba,Not Relevant
2986,16287258,tba,Not Relevant
2987,10378362,tba,Not Relevant
2988,2641633,tba,Not Relevant
2989,26259716,tba,Not Relevant
2990,17459667,tba,Not Relevant
2991,17325899,tba,Relevant
2992,25160,tba,Not Relevant
2993,6381515,tba,Not Relevant
2994,28536023,tba,Relevant
2995,8126999,tba,Not Relevant
2996,17574990,tba,Not Relevant
2997,16460870,tba,Not Relevant
2998,853022,tba,Not Relevant
2999,11931448,tba,Not Relevant
3000,30391789,tba,Not Relevant
3001,26895507,tba,Not Relevant
3002,25041947,tba,Not Relevant
3003,22736376,tba,Not Relevant
3004,2203009,tba,Not Relevant
3005,9638308,tba,Not Relevant
3006,6519121,tba,Relevant
3007,15109145,tba,Not Relevant
3008,12785456,tba,Not Relevant
3009,22415360,tba,Not Relevant
3010,16802853,tba,Relevant
3011,16892339,tba,Not Relevant
3012,30006023,tba,Not Relevant
3013,11032923,tba,Relevant
3014,20385854,tba,Relevant
3015,11550078,tba,Not Relevant
3016,16280085,tba,Not Relevant
3017,8020535,tba,Not Relevant
3018,8698064,tba,Not Relevant
3019,25283614,tba,Not Relevant
3020,7179325,tba,Relevant
3021,8557010,tba,Not Relevant
3022,10852646,tba,Not Relevant
3023,23314933,tba,Not Relevant
3024,6782425,tba,Not Relevant
3025,9802247,tba,Not Relevant
3026,24815113,tba,Not Relevant
3027,14334019,tba,Not Relevant
3028,20942834,tba,Not Relevant
3029,29259982,tba,Relevant
3030,5030580,tba,Not Relevant
3031,21852130,tba,Not Relevant
3032,21835424,tba,Not Relevant
3033,21828909,tba,Not Relevant
3034,2312414,tba,Not Relevant
3035,10576037,tba,Not Relevant
3036,21718088,tba,Relevant
3037,24460481,tba,Not Relevant
3038,5038963,tba,Not Relevant
3039,29167066,tba,Not Relevant
3040,29017426,tba,Relevant
3041,11804276,tba,Not Relevant
3042,4376939,tba,Not Relevant
3043,8353095,tba,Relevant
3044,24814876,tba,Not Relevant
3045,16804161,tba,Not Relevant
3046,8916050,tba,Not Relevant
3047,3824710,tba,Not Relevant
3048,27238011,tba,Not Relevant
3049,24514453,tba,Not Relevant
3050,10541257,tba,Not Relevant
3051,2551541,tba,Not Relevant
3052,27735915,tba,Not Relevant
3053,9512791,tba,Not Relevant
3054,20720434,tba,Not Relevant
3055,4413732,tba,Not Relevant
3056,17645874,tba,Not Relevant
3057,8742004,tba,Not Relevant
3058,3478331,tba,Not Relevant
3059,27552090,tba,Not Relevant
3060,21719264,tba,Not Relevant
3061,18482898,tba,Not Relevant
3062,1638952,tba,Not Relevant
3063,21191392,tba,Not Relevant
3064,16048354,tba,Not Relevant
3065,12099577,tba,Not Relevant
3066,2607380,tba,Not Relevant
3067,27903648,tba,Not Relevant
3068,7325699,tba,Relevant
3069,1001486,tba,Not Relevant
3070,24489896,tba,Not Relevant
3071,21410075,tba,Not Relevant
3072,12676485,tba,Not Relevant
3073,3255121,tba,Relevant
3074,2910896,tba,Not Relevant
3075,10549850,tba,Not Relevant
3076,26956936,tba,Not Relevant
3077,28041837,tba,Not Relevant
3078,30308507,tba,Not Relevant
3079,9240371,tba,Not Relevant
3080,19630062,tba,Not Relevant
3081,9792531,tba,Not Relevant
3082,2555466,tba,Relevant
3083,8458801,tba,Not Relevant
3084,16364862,tba,Not Relevant
3085,30974173,tba,Not Relevant
3086,8070367,tba,Not Relevant
3087,11571884,tba,Not Relevant
3088,22069727,tba,Not Relevant
3089,28893246,tba,Not Relevant
3090,2643153,tba,Not Relevant
3091,11052793,tba,Not Relevant
3092,19195882,tba,Not Relevant
3093,26333809,tba,Not Relevant
3094,12033375,tba,Not Relevant
3095,12597427,tba,Not Relevant
3096,30068284,tba,Not Relevant
3097,19124281,tba,Relevant
3098,11791625,tba,Not Relevant
3099,2829267,tba,Relevant
3100,21265540,tba,Not Relevant
3101,28499633,tba,Not Relevant
3102,18627213,tba,Not Relevant
3103,1246013,tba,Relevant
3104,21075960,tba,Not Relevant
3105,15058769,tba,Not Relevant
3106,20073455,tba,Not Relevant
3107,28294333,tba,Not Relevant
3108,17478881,tba,Not Relevant
3109,22343256,tba,Relevant
3110,12499181,tba,Relevant
3111,712604,tba,Relevant
3112,25819095,tba,Relevant
3113,30864076,tba,Not Relevant
3114,25703950,tba,Relevant
3115,1950587,tba,Relevant
3116,466906,tba,Not Relevant
3117,24314992,tba,Not Relevant
3118,4330458,tba,Not Relevant
3119,20532429,tba,Not Relevant
3120,19918005,tba,Not Relevant
3121,30208119,tba,Not Relevant
3122,1511322,tba,Not Relevant
3123,1623916,tba,Relevant
3124,28785879,tba,Relevant
3125,24879978,tba,Not Relevant
3126,24555934,tba,Not Relevant
3127,9680993,tba,Not Relevant
3128,9851778,tba,Not Relevant
3129,6384253,tba,Relevant
3130,24723450,tba,Not Relevant
3131,29447084,tba,Not Relevant
3132,28803266,tba,Not Relevant
3133,29403809,tba,Relevant
3134,21881232,tba,Not Relevant
3135,27611841,tba,Not Relevant
3136,25037684,tba,Relevant
3137,25987030,tba,Not Relevant
3138,21366654,tba,Relevant
3139,9657840,tba,Not Relevant
3140,10968607,tba,Not Relevant
3141,1313380,tba,Not Relevant
3142,2181491,tba,Not Relevant
3143,29991087,tba,Relevant
3144,18288959,tba,Not Relevant
3145,17179615,tba,Not Relevant
3146,4483057,tba,Not Relevant
3147,7697757,tba,Not Relevant
3148,26226967,tba,Not Relevant
3149,15976862,tba,Not Relevant
3150,16423191,tba,Not Relevant
3151,8069770,tba,Not Relevant
3152,16998589,tba,Not Relevant
3153,20205659,tba,Not Relevant
3154,7124412,tba,Not Relevant
3155,23545225,tba,Not Relevant
3156,4082636,tba,Relevant
3157,12973420,tba,Not Relevant
3158,15041713,tba,Relevant
3159,28265983,tba,Not Relevant
3160,9162837,tba,Not Relevant
3161,21083275,tba,Not Relevant
3162,17656620,tba,Relevant
3163,6617992,tba,Not Relevant
3164,24406981,tba,Not Relevant
3165,10801224,tba,Not Relevant
3166,9932889,tba,Not Relevant
3167,11944680,tba,Not Relevant
3168,24204147,tba,Not Relevant
3169,17133402,tba,Not Relevant
3170,29454622,tba,Not Relevant
3171,25056692,tba,Not Relevant
3172,7041879,tba,Not Relevant
3173,6473318,tba,Not Relevant
3174,15312152,tba,Not Relevant
3175,8110160,tba,Not Relevant
3176,5938467,tba,Not Relevant
3177,29938900,tba,Not Relevant
3178,18641553,tba,Relevant
3179,18597006,tba,Not Relevant
3180,22229325,tba,Not Relevant
3181,6305277,tba,Not Relevant
3182,1892339,tba,Not Relevant
3183,2234506,tba,Not Relevant
3184,18592266,tba,Not Relevant
3185,9548893,tba,Relevant
3186,30833692,tba,Not Relevant
3187,2737742,tba,Relevant
3188,11923312,tba,Not Relevant
3189,26667813,tba,Not Relevant
3190,30225831,tba,Not Relevant
3191,1485175,tba,Not Relevant
3192,25070482,tba,Relevant
3193,20055704,tba,Not Relevant
3194,15280813,tba,Not Relevant
3195,4282660,tba,Not Relevant
3196,28828572,tba,Not Relevant
3197,25698306,tba,Not Relevant
3198,2089913,tba,Not Relevant
3199,8214161,tba,Not Relevant
3200,16262018,tba,Not Relevant
3201,28643076,tba,Not Relevant
3202,8762461,tba,Relevant
3203,18257815,tba,Relevant
3204,11330364,tba,Not Relevant
3205,4000241,tba,Not Relevant
3206,9270496,tba,Not Relevant
3207,29967572,tba,Relevant
3208,25853479,tba,Relevant
3209,29479139,tba,Not Relevant
3210,12818695,tba,Not Relevant
3211,21937291,tba,Not Relevant
3212,14970197,tba,Not Relevant
3213,12525458,tba,Not Relevant
3214,11323563,tba,Not Relevant
3215,18229605,tba,Not Relevant
3216,15570658,tba,Not Relevant
3217,16005693,tba,Relevant
3218,16132714,tba,Not Relevant
3219,19118083,tba,Relevant
3220,12869367,tba,Relevant
3221,7828432,tba,Not Relevant
3222,15575592,tba,Not Relevant
3223,5703766,tba,Relevant
3224,7853675,tba,Not Relevant
3225,16829051,tba,Not Relevant
3226,11439886,tba,Not Relevant
3227,21822902,tba,Not Relevant
3228,12697405,tba,Not Relevant
3229,19414517,tba,Not Relevant
3230,20958008,tba,Not Relevant
3231,17459656,tba,Not Relevant
3232,10917206,tba,Relevant
3233,2853841,tba,Not Relevant
3234,7528846,tba,Relevant
3235,7903890,tba,Not Relevant
3236,18199279,tba,Not Relevant
3237,15333728,tba,Relevant
3238,652175,tba,Not Relevant
3239,29979556,tba,Not Relevant
3240,26354352,tba,Not Relevant
3241,12637892,tba,Not Relevant
3242,15746006,tba,Not Relevant
3243,22163264,tba,Not Relevant
3244,24337137,tba,Relevant
3245,12383957,tba,Not Relevant
3246,1808599,tba,Not Relevant
3247,8842043,tba,Relevant
3248,18326322,tba,Not Relevant
3249,9344659,tba,Not Relevant
3250,1720447,tba,Not Relevant
3251,4073841,tba,Not Relevant
3252,14745439,tba,Not Relevant
3253,17159010,tba,Not Relevant
3254,18593948,tba,Not Relevant
3255,11256712,tba,Not Relevant
3256,4422762,tba,Not Relevant
3257,20838679,tba,Not Relevant
3258,3378617,tba,Relevant
3259,28785860,tba,Relevant
3260,16402385,tba,Not Relevant
3261,25686902,tba,Not Relevant
3262,1978230,tba,Not Relevant
3263,7780228,tba,Relevant
3264,1361780,tba,Not Relevant
3265,13136463,tba,Not Relevant
3266,18576904,tba,Relevant
3267,7477663,tba,Not Relevant
3268,24294969,tba,Relevant
3269,14738590,tba,Not Relevant
3270,16171731,tba,Not Relevant
3271,25545098,tba,Not Relevant
3272,5563063,tba,Not Relevant
3273,26111604,tba,Not Relevant
3274,26769860,tba,Not Relevant
3275,6356158,tba,Not Relevant
3276,21145740,tba,Not Relevant
3277,3481917,tba,Not Relevant
3278,2090444,tba,Not Relevant
3279,9171994,tba,Not Relevant
3280,542955,tba,Not Relevant
3281,3246569,tba,Relevant
3282,3680596,tba,Not Relevant
3283,9795989,tba,Not Relevant
3284,22927759,tba,Not Relevant
3285,19558233,tba,Not Relevant
3286,9177783,tba,Not Relevant
3287,20356808,tba,Not Relevant
3288,16873536,tba,Not Relevant
3289,28483858,tba,Relevant
3290,16651305,tba,Relevant
3291,17356543,tba,Not Relevant
3292,16206086,tba,Not Relevant
3293,23103351,tba,Not Relevant
3294,12105984,tba,Not Relevant
3295,20938175,tba,Not Relevant
3296,11536320,tba,Not Relevant
3297,12921250,tba,Relevant
3298,13011198,tba,Not Relevant
3299,1330991,tba,Not Relevant
3300,7763596,tba,Not Relevant
3301,7198289,tba,Not Relevant
3302,20073555,tba,Not Relevant
3303,5972439,tba,Not Relevant
3304,3576654,tba,Relevant
3305,19050768,tba,Not Relevant
3306,23471276,tba,Not Relevant
3307,3523515,tba,Not Relevant
3308,19447205,tba,Not Relevant
3309,9647999,tba,Not Relevant
3310,26873038,tba,Not Relevant
3311,30094711,tba,Not Relevant
3312,19936599,tba,Not Relevant
3313,19081254,tba,Not Relevant
3314,30335259,tba,Not Relevant
3315,9395249,tba,Relevant
3316,5369834,tba,Not Relevant
3317,23776118,tba,Not Relevant
3318,19609714,tba,Not Relevant
3319,8721098,tba,Not Relevant
3320,17090977,tba,Not Relevant
3321,20129794,tba,Not Relevant
3322,6391783,tba,Not Relevant
3323,21553164,tba,Not Relevant
3324,9849279,tba,Not Relevant
3325,8625850,tba,Not Relevant
3326,9358548,tba,Not Relevant
3327,1923552,tba,Not Relevant
3328,9812653,tba,Relevant
3329,24063809,tba,Not Relevant
3330,4041329,tba,Relevant
3331,25032886,tba,Not Relevant
3332,24566323,tba,Not Relevant
3333,15982776,tba,Not Relevant
3334,21037444,tba,Not Relevant
3335,18329195,tba,Not Relevant
3336,16904229,tba,Not Relevant
3337,14201404,tba,Not Relevant
3338,28125921,tba,Not Relevant
3339,8612306,tba,Not Relevant
3340,20637790,tba,Not Relevant
3341,28646117,tba,Not Relevant
3342,22398970,tba,Relevant
3343,17931239,tba,Not Relevant
3344,16609041,tba,Relevant
3345,2051334,tba,Relevant
3346,2108810,tba,Not Relevant
3347,12026221,tba,Relevant
3348,3123584,tba,Not Relevant
3349,3214100,tba,Not Relevant
3350,25991737,tba,Not Relevant
3351,23562926,tba,Not Relevant
3352,21121359,tba,Not Relevant
3353,10148131,tba,Not Relevant
3354,23188183,tba,Not Relevant
3355,25650135,tba,Relevant
3356,30039238,tba,Not Relevant
3357,1291520,tba,Not Relevant
3358,8990384,tba,Not Relevant
3359,18686040,tba,Not Relevant
3360,22189656,tba,Not Relevant
3361,27672116,tba,Not Relevant
3362,6796278,tba,Not Relevant
3363,17960402,tba,Not Relevant
3364,31055990,tba,Not Relevant
3365,23757386,tba,Not Relevant
3366,24211708,tba,Not Relevant
3367,9602582,tba,Not Relevant
3368,20669331,tba,Not Relevant
3369,1469954,tba,Relevant
3370,7846192,tba,Not Relevant
3371,7524350,tba,Not Relevant
3372,20078709,tba,Not Relevant
3373,8941747,tba,Not Relevant
3374,22764584,tba,Not Relevant
3375,11553913,tba,Not Relevant
3376,7603557,tba,Not Relevant
3377,14768142,tba,Not Relevant
3378,4817257,tba,Not Relevant
3379,19400191,tba,Not Relevant
3380,15748744,tba,Not Relevant
3381,14602781,tba,Relevant
3382,17454060,tba,Not Relevant
3383,15842552,tba,Relevant
3384,24312573,tba,Not Relevant
3385,15500948,tba,Not Relevant
3386,15764283,tba,Not Relevant
3387,25091699,tba,Not Relevant
3388,19472387,tba,Not Relevant
3389,23038001,tba,Relevant
3390,2746498,tba,Relevant
3391,17392732,tba,Not Relevant
3392,23210843,tba,Not Relevant
3393,29411152,tba,Not Relevant
3394,3736386,tba,Relevant
3395,7974917,tba,Not Relevant
3396,19496709,tba,Not Relevant
3397,1472557,tba,Not Relevant
3398,1914381,tba,Not Relevant
3399,12107263,tba,Not Relevant
3400,398632,tba,Not Relevant
3401,8499894,tba,Not Relevant
3402,24907585,tba,Not Relevant
3403,29475458,tba,Not Relevant
3404,14763995,tba,Not Relevant
3405,12117101,tba,Not Relevant
3406,1341981,tba,Not Relevant
3407,27385762,tba,Not Relevant
3408,27451018,tba,Relevant
3409,19325254,tba,Not Relevant
3410,490323,tba,Not Relevant
3411,31238009,tba,Not Relevant
3412,30981373,tba,Not Relevant
3413,11815587,tba,Not Relevant
3414,29115333,tba,Not Relevant
3415,15907391,tba,Not Relevant
3416,25423195,tba,Relevant
3417,23386075,tba,Not Relevant
3418,19838155,tba,Not Relevant
3419,26142947,tba,Not Relevant
3420,20858701,tba,Not Relevant
3421,29216348,tba,Not Relevant
3422,15763515,tba,Not Relevant
3423,2328706,tba,Not Relevant
3424,26806573,tba,Relevant
3425,7955769,tba,Not Relevant
3426,29534286,tba,Not Relevant
3427,30060204,tba,Not Relevant
3428,30620988,tba,Not Relevant
3429,20650915,tba,Not Relevant
3430,12118899,tba,Relevant
3431,14984061,tba,Not Relevant
